orderidpm,id,partnerrep2,partner_rep3,gamrep,orderdate,detailtotal,DetailTotalConstantPlan,detailtotalUSD,ConstantCurrency,detailtotalLC,product,geoTJ,channel,bu,qtr,currency,platformgroup,platform,productgroup,weekofqtr,orderid,enduserorganization,billtoorganization,shiptoorganization,shiptoisocountrycode,partnerid,regiontj,subregiontj,directrep,sirep,reseller,store_sku,PointPlan,comments,CommentsFlag,Prepayment Calculations FLag,source,month,enduserisocountrycode,RegionSegment,qty,enteredby,vspp_rep,namrep,SnSMonths,VSPP_EXTERNAL_SKU,class,enduserzip,ACV_INSTALLMENT_NUMBER,media,DirectRep_CAM_SE
12822193,129841175,,,GLOBAL ACCOUNT-IBM,2017/09/27,9917.6,9917.6,9917.6,9917.6,9917.6,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,8,12822193,IBM,SHI International Corp,IBM,US,56056730,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,IBM,VSPP3-CUST-1-RENT,Custom,,Other,,Store,2017/09/02,US,LATAM,22540,Gross Bookings,BDM_LATAM_BRAZIL,GLOBAL ACCOUNT-IBM-VCAN,1,VCL-PRE-C-special-IBM,Software,10589,,Hosting Fees,
12822193,129841174,,,GLOBAL ACCOUNT-IBM,2017/09/27,0,0,0,0,0,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,8,12822193,IBM,SHI International Corp,IBM,US,56056730,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,IBM,VSPP-CUST-RENT,Custom,,Other,,Store,2017/09/02,US,LATAM,1,Gross Bookings,BDM_LATAM_BRAZIL,GLOBAL ACCOUNT-IBM-VCAN,1,VCL-PRE-C-special-IBM,Software,10589,,Hosting Fees,
23972922,129685637,,,GLOBAL ACCOUNT-IBM,2017/09/21,188,188,188,188,188,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP3-CUST-1-RENT,Custom,,Other,,Store,2017/09/02,GB,LATAM,400,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW_VSAN_ADV_SPECIAL,Software,KT91SJ,,Hosting Fees,
23972922,129685636,,,GLOBAL ACCOUNT-IBM,2017/09/21,0,0,0,0,0,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-CUST-RENT,Custom,,Other,,Store,2017/09/02,GB,LATAM,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW_VSAN_ADV_SPECIAL,Software,KT91SJ,,Hosting Fees,
23972922,129685635,,,GLOBAL ACCOUNT-IBM,2017/09/21,19596.65,19596.65,19596.65,19596.65,19596.65,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP3-CUST-1-RENT,Custom,,Other,,Store,2017/09/02,GB,LATAM,41695,Gross Bookings,BDM_LATAM_BRAZIL,,1,VCL-VS-EP-SPECIAL_V01,Software,KT91SJ,,Hosting Fees,
23972922,129685634,,,GLOBAL ACCOUNT-IBM,2017/09/21,0,0,0,0,0,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-CUST-RENT,Custom,,Other,,Store,2017/09/02,GB,LATAM,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VCL-VS-EP-SPECIAL_V01,Software,KT91SJ,,Hosting Fees,
23972922,129685633,,,GLOBAL ACCOUNT-IBM,2017/09/21,100.58,100.58,100.58,100.58,100.58,Business Management,AMER,DIRECT,Server,18Q3,USD,vRealize Business,vRealize Business STD,vRealize Management,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-Management,VSPP-Management,,Other,,Store,2017/09/02,GB,GLOBAL,214,Gross Bookings,BDM_LATAM_BRAZIL,,1,VREAL-OPS-Enterprise-C-Special,Software,KT91SJ,,Hosting Fees,
23972922,129685632,,,GLOBAL ACCOUNT-IBM,2017/09/21,0,0,0,0,0,Business Management,AMER,DIRECT,Server,18Q3,USD,vRealize Business,vRealize Business STD,vRealize Management,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-Management,VSPP-Management,,Other,,Store,2017/09/02,GB,GLOBAL,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VREAL-OPS-Enterprise-C-Special,Software,KT91SJ,,Hosting Fees,
23972922,129685631,,,GLOBAL ACCOUNT-IBM,2017/09/21,184.24,184.24,184.24,184.24,184.24,Business Management,AMER,DIRECT,Server,18Q3,USD,vRealize Business,vRealize Business STD,vRealize Management,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-Management,VSPP-Management,,Other,,Store,2017/09/02,GB,GLOBAL,392,Gross Bookings,BDM_LATAM_BRAZIL,,1,VREAL-AUTO-Enterprise-C-SPECIAL,Software,KT91SJ,,Hosting Fees,
23972922,129685630,,,GLOBAL ACCOUNT-IBM,2017/09/21,0,0,0,0,0,Business Management,AMER,DIRECT,Server,18Q3,USD,vRealize Business,vRealize Business STD,vRealize Management,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-Management,VSPP-Management,,Other,,Store,2017/09/02,GB,GLOBAL,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VREAL-AUTO-Enterprise-C-SPECIAL,Software,KT91SJ,,Hosting Fees,
23972922,129685613,,,GLOBAL ACCOUNT-IBM,2017/09/21,454.96,454.96,454.96,454.96,454.96,VSAN,AMER,DIRECT,Server,18Q3,USD,Storage Cloud,vSAN for VCPP,Storage & Availability,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-VSAN,VSPP-VSAN,,Other,,Store,2017/09/02,GB,GLOBAL,968,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-VSAN-C-SPECIAL- 20TB,Software,KT91SJ,,Hosting Fees,
23972922,129685612,,,GLOBAL ACCOUNT-IBM,2017/09/21,0,0,0,0,0,VSAN,AMER,DIRECT,Server,18Q3,USD,Storage Cloud,vSAN for VCPP,Storage & Availability,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-VSAN,VSPP-VSAN,,Other,,Store,2017/09/02,GB,GLOBAL,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-VSAN-C-SPECIAL- 20TB,Software,KT91SJ,,Hosting Fees,
23972922,129685571,,,GLOBAL ACCOUNT-IBM,2017/09/21,2895.2,2895.2,2895.2,2895.2,2895.2,Nicira,AMER,DIRECT,Server,18Q3,USD,N&S Cloud,NSX for VCPP,Networking & Security,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-NS,VSPP-NS,,Other,,Store,2017/09/02,GB,GLOBAL,6160,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-NSX-V-Special-Softlayer,Software,KT91SJ,,Hosting Fees,
23972922,129685570,,,GLOBAL ACCOUNT-IBM,2017/09/21,0,0,0,0,0,Nicira,AMER,DIRECT,Server,18Q3,USD,N&S Cloud,NSX for VCPP,Networking & Security,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-NS,VSPP-NS,,Other,,Store,2017/09/02,GB,GLOBAL,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-NSX-V-Special-Softlayer,Software,KT91SJ,,Hosting Fees,
23972922,129685567,,,GLOBAL ACCOUNT-IBM,2017/09/21,238.76,238.76,238.76,238.76,238.76,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP3-CUST-1-RENT,Custom,,Other,,Store,2017/09/02,GB,LATAM,508,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW_VSAN_ADV_SPECIAL_V01,Software,KT91SJ,,Hosting Fees,
23972922,129685566,,,GLOBAL ACCOUNT-IBM,2017/09/21,0,0,0,0,0,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,7,23972922,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-CUST-RENT,Custom,,Other,,Store,2017/09/02,GB,LATAM,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW_VSAN_ADV_SPECIAL_V01,Software,KT91SJ,,Hosting Fees,
12811049,129221102,,,GLOBAL ACCOUNT-IBM,2017/09/07,8764.8,8764.8,8764.8,8764.8,8764.8,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,5,12811049,IBM,SHI International Corp,IBM,US,56056730,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,IBM,VSPP3-CUST-1-RENT,Custom,,Other,,Store,2017/09/02,US,LATAM,19920,Gross Bookings,BDM_LATAM_BRAZIL,GLOBAL ACCOUNT-IBM-VCAN,1,VCL-PRE-C-special-IBM,Software,10589,,Hosting Fees,
12811049,129221101,,,GLOBAL ACCOUNT-IBM,2017/09/07,0,0,0,0,0,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,5,12811049,IBM,SHI International Corp,IBM,US,56056730,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,IBM,VSPP-CUST-RENT,Custom,,Other,,Store,2017/09/02,US,LATAM,1,Gross Bookings,BDM_LATAM_BRAZIL,GLOBAL ACCOUNT-IBM-VCAN,1,VCL-PRE-C-special-IBM,Software,10589,,Hosting Fees,
23959485,129218435,,,GLOBAL ACCOUNT-IBM,2017/09/07,238.76,238.76,238.76,238.76,238.76,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,5,23959485,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP3-CUST-1-RENT,Custom,,Other,,Store,2017/09/02,GB,LATAM,508,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW_VSAN_ADV_SPECIAL_V01,Software,KT91SJ,,Hosting Fees,
23959485,129218434,,,GLOBAL ACCOUNT-IBM,2017/09/07,0,0,0,0,0,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,5,23959485,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-CUST-RENT,Custom,,Other,,Store,2017/09/02,GB,LATAM,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW_VSAN_ADV_SPECIAL_V01,Software,KT91SJ,,Hosting Fees,
23959485,129218417,,,GLOBAL ACCOUNT-IBM,2017/09/07,2801.2,2801.2,2801.2,2801.2,2801.2,Nicira,AMER,DIRECT,Server,18Q3,USD,N&S Cloud,NSX for VCPP,Networking & Security,5,23959485,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-NS,VSPP-NS,,Other,,Store,2017/09/02,GB,GLOBAL,5960,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-NSX-V-Special-Softlayer,Software,KT91SJ,,Hosting Fees,
23959485,129218416,,,GLOBAL ACCOUNT-IBM,2017/09/07,0,0,0,0,0,Nicira,AMER,DIRECT,Server,18Q3,USD,N&S Cloud,NSX for VCPP,Networking & Security,5,23959485,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-NS,VSPP-NS,,Other,,Store,2017/09/02,GB,GLOBAL,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-NSX-V-Special-Softlayer,Software,KT91SJ,,Hosting Fees,
23959485,129218399,,,GLOBAL ACCOUNT-IBM,2017/09/07,454.96,454.96,454.96,454.96,454.96,VSAN,AMER,DIRECT,Server,18Q3,USD,Storage Cloud,vSAN for VCPP,Storage & Availability,5,23959485,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-VSAN,VSPP-VSAN,,Other,,Store,2017/09/02,GB,GLOBAL,968,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-VSAN-C-SPECIAL- 20TB,Software,KT91SJ,,Hosting Fees,
23959485,129218398,,,GLOBAL ACCOUNT-IBM,2017/09/07,0,0,0,0,0,VSAN,AMER,DIRECT,Server,18Q3,USD,Storage Cloud,vSAN for VCPP,Storage & Availability,5,23959485,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-VSAN,VSPP-VSAN,,Other,,Store,2017/09/02,GB,GLOBAL,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-VSAN-C-SPECIAL- 20TB,Software,KT91SJ,,Hosting Fees,
23959485,129218393,,,GLOBAL ACCOUNT-IBM,2017/09/07,15589.9,15589.9,15589.9,15589.9,15589.9,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,5,23959485,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP3-CUST-1-RENT,Custom,,Other,,Store,2017/09/02,GB,LATAM,33170,Gross Bookings,BDM_LATAM_BRAZIL,,1,VCL-VS-EP-SPECIAL_V01,Software,KT91SJ,,Hosting Fees,
23959485,129218392,,,GLOBAL ACCOUNT-IBM,2017/09/07,0,0,0,0,0,VI,AMER,DIRECT,Server,18Q3,USD,VCPP,VCPP,VCPP,5,23959485,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-CUST-RENT,Custom,,Other,,Store,2017/09/02,GB,LATAM,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VCL-VS-EP-SPECIAL_V01,Software,KT91SJ,,Hosting Fees,
23959485,129218385,,,GLOBAL ACCOUNT-IBM,2017/09/07,184.24,184.24,184.24,184.24,184.24,Business Management,AMER,DIRECT,Server,18Q3,USD,vRealize Business,vRealize Business STD,vRealize Management,5,23959485,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-Management,VSPP-Management,,Other,,Store,2017/09/02,GB,GLOBAL,392,Gross Bookings,BDM_LATAM_BRAZIL,,1,VREAL-AUTO-Enterprise-C-SPECIAL,Software,KT91SJ,,Hosting Fees,
23959485,129218384,,,GLOBAL ACCOUNT-IBM,2017/09/07,0,0,0,0,0,Business Management,AMER,DIRECT,Server,18Q3,USD,vRealize Business,vRealize Business STD,vRealize Management,5,23959485,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-Management,VSPP-Management,,Other,,Store,2017/09/02,GB,GLOBAL,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VREAL-AUTO-Enterprise-C-SPECIAL,Software,KT91SJ,,Hosting Fees,
23959485,129218339,,,GLOBAL ACCOUNT-IBM,2017/09/07,100.58,100.58,100.58,100.58,100.58,Business Management,AMER,DIRECT,Server,18Q3,USD,vRealize Business,vRealize Business STD,vRealize Management,5,23959485,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-Management,VSPP-Management,,Other,,Store,2017/09/02,GB,GLOBAL,214,Gross Bookings,BDM_LATAM_BRAZIL,,1,VREAL-OPS-Enterprise-C-Special,Software,KT91SJ,,Hosting Fees,
23959485,129218338,,,GLOBAL ACCOUNT-IBM,2017/09/07,0,0,0,0,0,Business Management,AMER,DIRECT,Server,18Q3,USD,vRealize Business,vRealize Business STD,vRealize Management,5,23959485,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,GLOBAL REG,GLOBAL HOME,GLOBAL ACCOUNT-IBM,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-Management,VSPP-Management,,Other,,Store,2017/09/02,GB,GLOBAL,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VREAL-OPS-Enterprise-C-Special,Software,KT91SJ,,Hosting Fees,
24142280,133943952,,,GLOBAL ACCOUNT-IBM,2018/01/19,2105.6,2105.6,2105.6,2105.6,2105.6,VI,AMER,DIRECT,Server,18Q4,USD,VCPP,VCPP,VCPP,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP3-CUST-1-RENT,Custom,,Other,,Store,2017/12/30,GB,LATAM,4480,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-NSX-ENT-C-SPECIAL-V01,Software,KT91SJ,,Hosting Fees,
24142280,133943951,,,GLOBAL ACCOUNT-IBM,2018/01/19,0,0,0,0,0,VI,AMER,DIRECT,Server,18Q4,USD,VCPP,VCPP,VCPP,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-CUST-RENT,Custom,,Other,,Store,2017/12/30,GB,LATAM,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-NSX-ENT-C-SPECIAL-V01,Software,KT91SJ,,Hosting Fees,
24142280,133943936,,,GLOBAL ACCOUNT-IBM,2018/01/19,113.74,113.74,113.74,113.74,113.74,VSAN,EMEA,DIRECT,Server,18Q4,USD,Storage Cloud,vSAN for VCPP,Storage & Availability,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,NEMEA,UK,VCAN_UK,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-VSAN,VSPP-VSAN,,Other,,Store,2017/12/30,GB,Other,242,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-VSAN-C-SPECIAL- 20TB,Software,KT91SJ,,Hosting Fees,
24142280,133943935,,,GLOBAL ACCOUNT-IBM,2018/01/19,0,0,0,0,0,VSAN,EMEA,DIRECT,Server,18Q4,USD,Storage Cloud,vSAN for VCPP,Storage & Availability,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,NEMEA,UK,VCAN_UK,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-VSAN,VSPP-VSAN,,Other,,Store,2017/12/30,GB,Other,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-VSAN-C-SPECIAL- 20TB,Software,KT91SJ,,Hosting Fees,
24142280,133943922,,,GLOBAL ACCOUNT-IBM,2018/01/19,238.76,238.76,238.76,238.76,238.76,VI,AMER,DIRECT,Server,18Q4,USD,VCPP,VCPP,VCPP,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP3-CUST-1-RENT,Custom,,Other,,Store,2017/12/30,GB,LATAM,508,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW_VSAN_ADV_SPECIAL_V01,Software,KT91SJ,,Hosting Fees,
24142280,133943921,,,GLOBAL ACCOUNT-IBM,2018/01/19,0,0,0,0,0,VI,AMER,DIRECT,Server,18Q4,USD,VCPP,VCPP,VCPP,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-CUST-RENT,Custom,,Other,,Store,2017/12/30,GB,LATAM,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW_VSAN_ADV_SPECIAL_V01,Software,KT91SJ,,Hosting Fees,
24142280,133943876,,,GLOBAL ACCOUNT-IBM,2018/01/19,17411.15,17411.15,17411.15,17411.15,17411.15,VI,AMER,DIRECT,Server,18Q4,USD,VCPP,VCPP,VCPP,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP3-CUST-1-RENT,Custom,,Other,,Store,2017/12/30,GB,LATAM,37045,Gross Bookings,BDM_LATAM_BRAZIL,,1,VCL-VS-EP-SPECIAL_V01,Software,KT91SJ,,Hosting Fees,
24142280,133943875,,,GLOBAL ACCOUNT-IBM,2018/01/19,0,0,0,0,0,VI,AMER,DIRECT,Server,18Q4,USD,VCPP,VCPP,VCPP,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-CUST-RENT,Custom,,Other,,Store,2017/12/30,GB,LATAM,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VCL-VS-EP-SPECIAL_V01,Software,KT91SJ,,Hosting Fees,
24142280,133943866,,,GLOBAL ACCOUNT-IBM,2018/01/19,338.4,338.4,338.4,338.4,338.4,VI,AMER,DIRECT,Server,18Q4,USD,VCPP,VCPP,VCPP,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP3-CUST-1-RENT,Custom,,Other,,Store,2017/12/30,GB,LATAM,720,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-NSX-ADV-C-SPECIAL-V01,Software,KT91SJ,,Hosting Fees,
24142280,133943865,,,GLOBAL ACCOUNT-IBM,2018/01/19,0,0,0,0,0,VI,AMER,DIRECT,Server,18Q4,USD,VCPP,VCPP,VCPP,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,LATAM,BRAZIL,VCAN_AMER,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-CUST-RENT,Custom,,Other,,Store,2017/12/30,GB,LATAM,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VMW-NSX-ADV-C-SPECIAL-V01,Software,KT91SJ,,Hosting Fees,
24142280,133943862,,,GLOBAL ACCOUNT-IBM,2018/01/19,184.24,184.24,184.24,184.24,184.24,Business Management,EMEA,DIRECT,Server,18Q4,USD,vRealize Business,vRealize Business STD,vRealize Management,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,NEMEA,UK,VCAN_UK,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-Management,VSPP-Management,,Other,,Store,2017/12/30,GB,Other,392,Gross Bookings,BDM_LATAM_BRAZIL,,1,VREAL-AUTO-Enterprise-C-SPECIAL,Software,KT91SJ,,Hosting Fees,
24142280,133943861,,,GLOBAL ACCOUNT-IBM,2018/01/19,0,0,0,0,0,Business Management,EMEA,DIRECT,Server,18Q4,USD,vRealize Business,vRealize Business STD,vRealize Management,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,NEMEA,UK,VCAN_UK,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-Management,VSPP-Management,,Other,,Store,2017/12/30,GB,Other,1,Gross Bookings,BDM_LATAM_BRAZIL,,1,VREAL-AUTO-Enterprise-C-SPECIAL,Software,KT91SJ,,Hosting Fees,
24142280,133943814,,,GLOBAL ACCOUNT-IBM,2018/01/19,201.16,201.16,201.16,201.16,201.16,Business Management,EMEA,DIRECT,Server,18Q4,USD,vRealize Business,vRealize Business STD,vRealize Management,11,24142280,SoftLayer,"Softlayer Technologies, Inc.",Softlayer Brazil,BR,57631213,NEMEA,UK,VCAN_UK,IBM GLOBAL SERVICES (IGS) - VSPP,SoftLayer,VSPP-Management,VSPP-Management,,Other,,Store,2017/12/30,GB,Other,428,Gross Bookings,BDM_LATAM_BRAZIL,,1,VREAL-OPS-Enterprise-C-Special,Software,KT91SJ,,Hosting Fees,
