No,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,坪単価,間取り,面積（�u）,取引価格（�u単価）,土地の形状,間口,延床面積（�u）,建築年,建物の構造,建物の用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,備考
3187,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,13,62000000,2500000,,80,750000,長方形,11,,,,,,北,私道,5,第１種低層住居専用地域,60,100,平成25年第３四半期,
3188,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,14,100000000,2700000,,125,820000,ほぼ長方形,8,,,,,,南西,区道,5.5,第１種低層住居専用地域,50,100,平成25年第３四半期,
3189,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,15,80000000,,,90,,長方形,8,85,平成26年,木造,住宅,,北西,区道,6.3,第１種低層住居専用地域,50,100,平成25年第３四半期,
3190,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,11,98000000,,,125,,ほぼ長方形,9.7,210,昭和63年,ＲＣ、木造,住宅,,北,区道,6,第１種低層住居専用地域,60,150,平成25年第２四半期,
3191,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,5,54000000,,,50,,長方形,4.1,95,平成14年,木造,住宅,,北東,私道,3.3,第１種住居地域,60,200,平成25年第２四半期,
3192,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,12,96000000,,,110,,長方形,7,220,平成6年,木造,住宅,,北,区道,11.1,第１種低層住居専用地域,50,100,平成25年第２四半期,
3193,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,11,68000000,,,55,,ほぼ長方形,5.6,115,平成12年,木造,住宅,,北,私道,4,第１種中高層住居専用地域,60,200,平成25年第２四半期,
3194,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,10,96000000,2300000,,140,700000,長方形,7.8,,,,,,南,区道,6,第１種低層住居専用地域,50,100,平成25年第２四半期,
3195,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,12,41000000,,,50,,長方形,4.1,55,昭和57年,木造,住宅,,西,私道,4,第１種低層住居専用地域,60,150,平成25年第２四半期,
3196,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,12,50000000,2500000,,65,770000,ほぼ長方形,8.7,,,,,,南,区道,6,第１種低層住居専用地域,60,150,平成25年第１四半期,
3197,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,15,130000000,,,130,,長方形,7.2,140,平成24年,木造,住宅,,南西,区道,6,第１種低層住居専用地域,60,150,平成25年第１四半期,
3198,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,10,120000000,,,195,,ほぼ正方形,10,90,平成8年,軽量鉄骨造,共同住宅,,南西,区道,6,第１種低層住居専用地域,50,100,平成25年第１四半期,隣地の購入
3199,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,12,46000000,2500000,,60,760000,ほぼ長方形,4.5,,,,,,西,都道,11,第１種中高層住居専用地域,60,200,平成25年第１四半期,
3200,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,12,76000000,2400000,,100,740000,長方形,6,,,,,,南東,私道,4,第１種低層住居専用地域,60,150,平成25年第１四半期,
3201,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,14,80000000,,,100,,ほぼ長方形,7.6,100,平成5年,木造,住宅,,東,区道,5.4,第１種低層住居専用地域,50,100,平成25年第１四半期,
3202,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,12,220000000,,,250,,長方形,20.7,570,平成3年,ＲＣ,共同住宅,,北,区道,6,第１種低層住居専用地域,60,150,平成25年第１四半期,
3203,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,13,190000000,,,230,,ほぼ長方形,12.8,185,昭和47年,,住宅,,北西,区道,5.5,第１種低層住居専用地域,50,100,平成25年第１四半期,
3204,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,11,110000000,2400000,,150,720000,ほぼ長方形,8.6,,,,,,南西,区道,6,第１種低層住居専用地域,60,150,平成25年第１四半期,
3205,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,15,49000000,2000000,,80,600000,袋地等,,,,,,,南東,私道,4,第１種低層住居専用地域,50,100,平成25年第１四半期,
3206,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,4,36000000,,２ＬＤＫ,55,,,,,平成13年,ＲＣ,住宅,,,,,第１種住居地域,60,200,平成25年第１四半期,未改装を購入
3207,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,4,14000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成25年第１四半期,改装済を購入
3208,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,3,15000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成25年第１四半期,未改装を購入
3209,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,4,44000000,,２ＬＤＫ,55,,,,,平成13年,ＲＣ,住宅,,,,,第１種住居地域,60,200,平成25年第１四半期,改装済を購入
3210,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,12,65000000,2300000,,95,680000,不整形,7,,,,,,南,私道,3.7,第１種低層住居専用地域,50,100,平成24年第４四半期,
3211,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,15,95000000,2700000,,115,820000,ほぼ正方形,10,,,,,,北,区道,5.5,第１種低層住居専用地域,50,100,平成24年第４四半期,
3212,宅地(土地と建物),商業地,13110,東京都,目黒区,八雲,都立大学,6,170000000,,,230,,長方形,9.5,180,昭和47年,鉄骨造,事務所,,南東,都道,25,第１種住居地域,60,200,平成24年第４四半期,
3213,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,4,14000000,,１Ｋ,20,,,,,平成11年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成24年第４四半期,未改装を購入
3214,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,15,110000000,2600000,,130,790000,ほぼ長方形,8.5,,,,,,南東,区道,5,第１種低層住居専用地域,50,100,平成24年第３四半期,
3215,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,12,84000000,2400000,,115,730000,長方形,7.6,,,,,,南,区道,5.5,第１種低層住居専用地域,50,100,平成24年第３四半期,
3216,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,11,58000000,2300000,,85,700000,ほぼ長方形,6.8,,,,,,北西,私道,3.8,第１種低層住居専用地域,50,100,平成24年第３四半期,
3217,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,18,70000000,,,90,,ほぼ長方形,8,100,平成19年,木造,住宅,,西,私道,4,第１種低層住居専用地域,60,150,平成24年第３四半期,私道を含む取引
3218,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,12,63000000,,,60,,ほぼ長方形,4.5,95,平成23年,木造,住宅,,南西,都道,10,第１種中高層住居専用地域,60,200,平成24年第３四半期,
3219,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,10,17000000,,,45,,長方形,4,80,昭和52年,木造,住宅、店舗,,南,区道,6,第１種低層住居専用地域,60,150,平成24年第３四半期,
3220,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,10,52000000,,,80,,長方形,7.5,60,昭和42年,木造,住宅,,北,区道,6,第１種低層住居専用地域,60,150,平成24年第３四半期,
3221,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,15,240000000,1800000,,450,530000,ほぼ長方形,15,,,,,,北西,区道,6.1,第１種低層住居専用地域,50,100,平成24年第３四半期,
3222,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,16,51000000,,,60,,不整形,2.1,85,平成12年,木造,住宅,,南東,区道,11,第１種低層住居専用地域,60,150,平成24年第３四半期,
3223,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,16,47000000,,２ＬＤＫ,60,,,,,平成17年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成24年第３四半期,未改装を購入
3224,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,13,34000000,,３ＬＤＫ,65,,,,,平成8年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成24年第３四半期,未改装を購入
3225,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,13,59000000,2500000,,80,750000,長方形,5.4,,,,,,北,区道,6,第１種低層住居専用地域,50,100,平成24年第２四半期,
3226,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,11,52000000,,,60,,袋地等,2.2,95,平成12年,ＲＣ、木造,住宅,,東,私道,4,第１種低層住居専用地域,60,150,平成24年第２四半期,
3227,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,13,120000000,,,145,,ほぼ長方形,7,200,平成6年,ＲＣ,住宅、その他,,南東,区道,5.5,第１種低層住居専用地域,60,150,平成24年第２四半期,
3228,宅地(土地と建物),商業地,13110,東京都,目黒区,八雲,都立大学,4,300000000,,,260,,ほぼ長方形,13,710,昭和42年,ＲＣ,共同住宅、店舗,,南東,都道,25,商業地域,80,400,平成24年第２四半期,
3229,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,12,93000000,2700000,,115,810000,長方形,7.7,,,,,,南東,区道,5.5,第１種低層住居専用地域,50,100,平成24年第２四半期,
3230,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,13,62000000,,４ＬＤＫ,90,,,,,平成8年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成24年第２四半期,未改装を購入
3231,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,16,50000000,,２ＬＤＫ,60,,,,,平成17年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成24年第２四半期,未改装を購入
3232,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,4,13000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成24年第２四半期,未改装を購入
3233,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,15,140000000,,,360,,不整形,4,250,昭和55年,ＲＣ,住宅,,南東,区道,5.5,第１種低層住居専用地域,50,100,平成24年第１四半期,
3234,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,11,65000000,2300000,,95,700000,長方形,8.5,,,,,,南,区道,2.7,第１種低層住居専用地域,60,150,平成24年第１四半期,
3235,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,9,230000000,2500000,,300,760000,長方形,13.5,,,,,,北西,区道,6.5,第１種低層住居専用地域,50,100,平成24年第１四半期,
3236,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,15,84000000,2400000,,120,710000,長方形,13,,,,,,西,区道,6,第１種低層住居専用地域,50,100,平成24年第１四半期,
3237,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,16,170000000,1800000,,320,540000,ほぼ長方形,,,,,,,北東,私道,4,,,,平成24年第１四半期,調停・競売等
3238,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,12,58000000,2500000,,80,740000,長方形,5.4,,,,,,北,区道,6,第１種低層住居専用地域,60,150,平成24年第１四半期,
3239,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,14,110000000,2700000,,130,810000,ほぼ長方形,8.7,,,,,,南,区道,6,第１種低層住居専用地域,60,150,平成24年第１四半期,
3240,宅地(土地),住宅地,13110,東京都,目黒区,八雲,都立大学,14,120000000,2900000,,130,870000,ほぼ長方形,9.3,,,,,,南,区道,6,第１種低層住居専用地域,60,150,平成24年第１四半期,
3241,宅地(土地と建物),住宅地,13110,東京都,目黒区,八雲,都立大学,10,120000000,,,160,,ほぼ長方形,10,230,平成5年,ＲＣ,共同住宅、事務所,,南西,都道,11,第１種中高層住居専用地域,60,200,平成24年第１四半期,
3242,宅地(土地と建物),商業地,13110,東京都,目黒区,八雲,都立大学,4,190000000,,,260,,ほぼ長方形,13,710,昭和42年,ＲＣ,共同住宅、店舗,,南東,都道,25,商業地域,80,400,平成24年第１四半期,
3243,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,7,12000000,,１ＤＫ,25,,,,,昭和47年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成24年第１四半期,改装済を購入
3244,中古マンション等,,13110,東京都,目黒区,八雲,都立大学,4,13000000,,１Ｋ,15,,,,,平成11年,ＲＣ,住宅,,,,,近隣商業地域,80,200,平成24年第１四半期,未改装を購入
3245,中古マンション等,,13110,東京都,目黒区,祐天寺,中目黒,10,62000000,,１ＬＤＫ,50,,,,,平成22年,ＲＣ,住宅,,,,,第１種低層住居専用地域,60,150,平成28年第１四半期,未改装を購入
3246,中古マンション等,,13110,東京都,目黒区,祐天寺,祐天寺,8,32000000,,１Ｋ,25,,,,,平成22年,ＲＣ,住宅,その他,,,,第１種低層住居専用地域,60,150,平成29年第２四半期,未改装を購入
3247,宅地(土地と建物),住宅地,13110,東京都,目黒区,祐天寺,祐天寺,7,30000000,,,95,,ほぼ長方形,13.4,95,,木造,住宅,住宅,北西,私道,2,第１種低層住居専用地域,60,150,平成29年第１四半期,
3248,中古マンション等,,13110,東京都,目黒区,祐天寺,祐天寺,2,74000000,,３ＬＤＫ,90,,,,,平成10年,ＳＲＣ、ＲＣ,住宅,住宅,,,,近隣商業地域,80,300,平成29年第１四半期,未改装を購入
3249,中古マンション等,,13110,東京都,目黒区,祐天寺,祐天寺,3,8500000,,１Ｋ,20,,,,,平成3年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,300,平成29年第１四半期,未改装を購入
3250,中古マンション等,,13110,東京都,目黒区,祐天寺,祐天寺,8,42000000,,１ＬＤＫ,35,,,,,平成22年,ＲＣ,住宅,住宅,,,,第１種低層住居専用地域,60,150,平成29年第１四半期,未改装を購入
3251,中古マンション等,,13110,東京都,目黒区,祐天寺,祐天寺,3,12000000,,１Ｋ,10,,,,,昭和59年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,300,平成28年第４四半期,未改装を購入
3252,中古マンション等,,13110,東京都,目黒区,祐天寺,祐天寺,4,15000000,,１Ｋ,15,,,,,平成3年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,300,平成28年第４四半期,未改装を購入
3253,中古マンション等,,13110,東京都,目黒区,祐天寺,祐天寺,4,69000000,,３ＬＤＫ,70,,,,,平成14年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,300,平成28年第３四半期,改装済を購入
3254,中古マンション等,,13110,東京都,目黒区,祐天寺,祐天寺,3,16000000,,,20,,,,,平成3年,ＲＣ,住宅,,,,,近隣商業地域,80,300,平成28年第３四半期,
3255,中古マンション等,,13110,東京都,目黒区,祐天寺,祐天寺,2,15000000,,１ＤＫ,25,,,,,昭和59年,ＲＣ,住宅,住宅,,,,近隣商業地域,80,300,平成28年第３四半期,未改装を購入
3256,宅地(土地と建物),住宅地,13110,東京都,目黒区,祐天寺,祐天寺,1,160000000,,,95,,長方形,9,210,昭和56年,鉄骨造,共同住宅、事務所、店舗,住宅,西,区道,5.3,近隣商業地域,80,300,平成28年第２四半期,
3257,宅地(土地),住宅地,13110,東京都,目黒区,祐天寺,祐天寺,8,66000000,2000000,,110,610000,長方形,11.8,,,,,住宅,北東,道路,4,第１種低層住居専用地域,60,150,平成28年第２四半期,
